flight_id,aircraft_type,zero_fuel_weight_kg,planned_duration_min,planned_altitude_ft,max_altitude_ft,avg_speed_kts,median_speed_kts,std_dev_altitude_ft,duration_climb_min,duration_cruise_min,avg_fuel_flow_climb_kgs,avg_fuel_flow_cruise_kgs,avg_headwind_kts,departure_temperature_c,had_bad_weather,engine_health_modifier,flight_path_deviation_pct,weight_x_wind,alt_x_temp,total_fuel_consumed_kg
FLIGHT_1019,B737,51574,95,30481,30938,408,409,85.93,31.44,32.62,4.49,3.15,8.12,34,0,1.042,0.03,418872.71,1036354,18065.28
FLIGHT_1020,B777,135160,568,34242,34530,475,475,47.18,35.81,496.12,7.49,4.93,-1.34,26,0,1.027,0.63,-180939.77,890292,170030.29
FLIGHT_1021,B777,161820,677,30996,31321,436,434,46.3,33.87,608.67,7.86,5.36,7.97,33,1,1.067,1.23,1289730.06,1022868,240472.82
FLIGHT_1022,B777,155788,512,35120,35311,453,451,122.08,36.84,436.87,8.48,5.44,-11.98,31,1,0.994,1.47,-1865987.5,1088720,156794.63
FLIGHT_1023,B737,47001,191,30483,30276,439,440,68.1,32.66,125.95,4.66,3.09,-8.38,28,1,0.982,0.01,-393867.69,853524,31495.24
FLIGHT_1024,B737,51537,167,39134,39053,415,416,149.55,41.07,88.11,4.61,3.21,-9.4,33,0,0.996,2.03,-484337.14,1291422,28203.03
FLIGHT_1025,B737,50679,116,38135,38472,415,415,52.07,35.53,45.15,4.94,3.18,-2.94,30,1,1.054,0.58,-148864.44,1144050,21778.94
FLIGHT_1026,A330,124540,355,32726,32582,426,424,133.34,33.98,288.45,7.34,4.84,2.46,28,1,1.06,1.19,306912.31,916328,109873.45
FLIGHT_1027,B737,47104,150,37165,37057,439,440,101.44,39.07,75.66,4.45,3.15,25.33,24,1,1.027,2.35,1193314.06,891960,34147.13
FLIGHT_1028,A330,147961,507,40405,40416,428,426,57.63,38.04,428.61,7.65,5.08,6.57,24,0,1.005,0.06,971496.11,969720,156487.38
FLIGHT_1029,A320,47499,210,37528,37644,432,434,87.5,38.21,134.57,4.78,3.12,4.97,29,1,0.981,2.72,236061.44,1088312,40178.39
FLIGHT_1030,B777,121399,693,33297,33189,455,456,128.26,34.34,622.35,6.9,4.75,7.06,26,1,0.986,1.47,856859.93,865722,201921.03
FLIGHT_1031,B777,157655,498,37384,37461,404,405,27.4,36.61,427.18,7.89,5.3,15.84,23,1,1.018,0.0,2496820.98,859832,170453.42
FLIGHT_1032,A330,153035,436,32341,32665,403,402,20.16,32.0,374.14,7.64,5.16,29.1,31,0,1.006,1.92,4453505.69,1002571,155015.82
FLIGHT_1033,A330,179722,482,40592,40479,478,477,54.86,40.82,402.91,9.12,5.92,-17.42,30,0,1.065,0.74,-3130457.98,1217760,167139.8
FLIGHT_1034,B737,52920,179,34172,33809,432,432,142.0,34.73,110.05,5.03,3.18,-9.48,27,0,1.051,1.69,-501757.84,922644,32559.63
FLIGHT_1035,B737,61341,183,33056,33364,474,472,76.03,35.83,110.48,5.06,3.53,-13.08,33,0,1.028,2.38,-802156.6,1090848,34154.1
FLIGHT_1036,B737,56477,226,34163,34114,443,442,91.1,31.82,162.11,4.81,3.34,14.18,27,0,1.041,1.86,800826.21,922401,51028.77
FLIGHT_1037,A330,137213,441,39331,38883,467,469,52.51,41.66,360.88,7.91,5.01,8.88,25,0,1.01,0.99,1218528.73,983275,139717.36
FLIGHT_1038,A330,170636,464,32570,32706,476,478,129.07,32.91,396.07,7.82,5.51,-18.07,25,1,1.042,0.01,-3083173.23,814250,142736.29
FLIGHT_1039,B737,53229,158,31875,32106,417,415,97.41,30.15,101.1,4.84,3.16,-10.0,30,1,1.034,2.17,-532530.1,956250,28526.0
FLIGHT_1040,A320,52659,66,34925,34431,455,455,76.27,33.65,0.0,4.81,3.03,19.56,34,0,1.0,1.88,1029773.32,1187450,13488.78
FLIGHT_1041,A330,123802,452,39237,38852,449,450,139.28,40.62,374.55,6.54,4.63,5.97,33,0,1.032,1.77,738504.75,1294821,133295.25
FLIGHT_1042,A330,137071,425,36227,36535,466,467,84.72,36.77,349.82,7.11,4.98,-19.3,33,0,1.06,2.24,-2644871.8,1195491,120646.02
FLIGHT_1043,B737,55261,217,37972,38410,434,436,57.02,36.87,145.76,5.2,3.31,10.74,29,1,1.029,2.4,593784.34,1101188,48505.53
FLIGHT_1044,B737,53763,133,37850,38038,442,442,50.35,38.71,57.38,5.02,3.35,24.09,27,1,1.006,2.49,1294964.85,1021950,30883.0
FLIGHT_1045,B737,50041,232,36981,37393,408,410,73.92,34.67,166.23,4.84,3.16,-12.69,34,0,0.99,1.45,-635144.11,1257354,38634.85
FLIGHT_1046,B737,50090,175,33577,33247,437,438,48.08,33.13,111.43,4.72,3.07,-19.7,31,0,0.989,1.47,-986555.83,1040887,26160.58
FLIGHT_1047,A320,59049,201,39665,39580,432,431,32.48,40.54,123.04,4.76,3.4,-9.66,28,1,1.068,0.92,-570645.75,1110620,39079.79
FLIGHT_1048,A320,57736,169,40869,40829,455,457,149.07,38.85,88.05,4.61,3.24,23.22,22,0,1.026,1.18,1340837.86,899118,36775.16
FLIGHT_1049,A330,164236,320,33246,33300,427,429,102.81,32.16,257.8,8.22,5.51,29.8,26,0,1.07,1.16,4893438.8,864396,127332.98
FLIGHT_1050,A330,174068,396,35026,35392,415,416,117.44,33.56,326.67,8.35,5.68,-0.77,25,1,1.049,0.14,-134523.12,875650,137965.08
FLIGHT_1051,A320,62111,130,39467,39925,470,468,61.54,40.44,52.62,5.01,3.47,-19.17,28,0,1.038,2.67,-1190704.64,1105076,23285.55
FLIGHT_1052,B737,49884,62,37663,38132,426,424,24.46,35.76,0.0,4.56,3.16,11.69,22,1,1.046,0.66,583189.59,828586,13412.18
FLIGHT_1053,A320,58488,171,38813,39013,453,451,86.0,40.36,91.93,5.23,3.4,26.01,28,1,1.024,1.22,1521242.69,1086764,41735.91
FLIGHT_1054,A330,159488,619,37474,37380,439,440,147.36,35.66,550.97,7.9,5.37,4.67,30,0,0.991,1.96,745569.84,1124220,203933.38
FLIGHT_1055,A330,150666,653,30194,29812,400,400,143.98,28.43,598.69,8.31,5.32,25.42,29,1,1.006,0.43,3830531.06,875626,234990.53
FLIGHT_1056,B777,141615,326,40394,40472,460,458,138.3,38.36,250.22,7.58,4.97,-5.07,23,1,1.034,1.05,-717941.81,929062,97181.24
FLIGHT_1057,A330,126162,719,37124,36919,418,420,101.36,35.04,645.77,7.17,4.68,-15.35,24,0,1.014,1.33,-1937152.79,890976,188203.84
FLIGHT_1058,A330,120073,515,31347,31301,444,444,27.83,30.04,454.77,6.98,4.51,22.02,29,0,1.007,2.27,2644593.32,909063,158783.9
FLIGHT_1059,A330,133193,462,32818,32807,407,407,77.78,31.85,401.15,6.81,4.81,-7.02,32,0,1.005,2.79,-935596.24,1050176,130547.26
FLIGHT_1060,A320,49084,176,36580,36589,436,434,116.63,34.32,105.03,4.86,3.07,4.56,23,0,1.045,0.9,223896.96,841340,33921.82
FLIGHT_1061,A330,142982,582,40501,40109,423,423,139.66,41.12,497.39,7.45,5.03,-14.24,23,1,1.048,0.99,-2036415.48,931523,168855.95
FLIGHT_1062,A320,53102,81,35641,35193,403,403,133.5,34.92,8.67,4.93,3.4,29.75,34,0,1.025,2.24,1579979.96,1211794,18022.0
FLIGHT_1063,A330,145405,432,35730,35979,427,426,79.66,36.54,361.23,8.14,5.18,-12.54,23,0,1.058,0.94,-1823073.62,821790,133186.54
FLIGHT_1064,A330,135813,713,37422,37801,469,470,61.17,38.85,637.39,7.69,4.84,-16.54,29,1,1.052,2.32,-2246954.92,1085238,203667.88
FLIGHT_1065,B737,62741,201,39466,39566,460,460,140.94,40.66,122.64,5.22,3.48,24.07,34,0,1.048,0.7,1510318.3,1341844,50333.14
FLIGHT_1066,A320,50521,129,39654,39162,404,402,118.06,38.85,53.13,4.86,3.17,3.38,33,1,1.038,2.63,170760.49,1308582,25716.78
FLIGHT_1067,A330,120960,628,39753,39705,462,460,118.05,41.51,548.27,6.73,4.66,-5.54,30,0,0.991,1.92,-670110.35,1192590,168837.46
FLIGHT_1068,A320,45692,205,39501,39315,460,459,57.38,38.85,125.75,4.61,3.14,24.8,34,0,0.995,0.12,1133034.09,1343034,43458.91
FLIGHT_1069,B737,62403,141,40007,40488,421,419,86.28,41.75,57.2,4.81,3.33,18.86,27,0,1.063,2.58,1177160.02,1080189,31763.56
FLIGHT_1070,A320,52556,90,31939,31663,456,457,126.06,34.11,19.48,5.19,3.28,4.43,22,0,0.998,1.0,232820.78,702658,17204.08
FLIGHT_1071,B737,61867,232,30952,31092,443,444,35.21,33.85,164.65,5.32,3.42,-17.48,26,0,1.016,1.75,-1081348.22,804752,41802.89
FLIGHT_1072,B737,53212,192,36260,36652,460,462,39.56,39.07,116.25,4.64,3.27,9.15,32,0,0.986,0.85,487123.25,1160320,37949.73
FLIGHT_1073,A330,148497,308,36829,37182,467,466,107.04,33.87,244.3,7.73,5.27,-10.45,27,1,1.033,2.97,-1551170.25,994383,96796.05
FLIGHT_1074,B737,60240,101,30080,30116,407,408,50.01,29.62,44.22,4.81,3.19,7.02,34,1,1.066,0.31,422705.62,1022720,21095.31
FLIGHT_1075,A320,45910,231,39494,39104,417,415,82.4,37.1,154.65,4.9,3.17,28.05,28,0,1.019,1.2,1287654.57,1105832,53087.19
FLIGHT_1076,A320,54441,76,38399,38240,401,402,77.53,35.77,2.0,4.77,3.22,29.33,23,1,1.063,1.08,1596564.93,883177,17528.65
FLIGHT_1077,B777,173727,421,37615,37927,442,441,116.59,35.14,348.35,8.5,5.6,-17.87,24,1,1.062,1.65,-3105030.23,902760,137265.52
FLIGHT_1078,A330,153435,481,32387,32188,464,464,91.32,32.0,414.43,7.98,5.37,7.16,27,1,0.991,0.43,1098245.62,874449,156874.87
FLIGHT_1079,B777,154691,684,38328,37914,406,406,138.09,38.32,605.41,8.46,5.34,-0.46,23,1,1.07,1.02,-71256.75,881544,233679.82
FLIGHT_1080,A320,52697,189,40418,40486,452,450,87.9,40.29,109.06,4.91,3.17,-11.5,26,1,0.984,0.62,-605964.03,1050868,31432.28
FLIGHT_1081,A330,120395,623,40041,40029,449,451,51.66,40.07,546.12,6.6,4.5,27.65,32,0,1.031,2.21,3328642.81,1281312,201372.41
FLIGHT_1082,B777,178601,637,39951,39889,455,456,32.63,40.6,552.59,8.35,5.75,-9.46,23,0,1.008,2.53,-1689068.28,918873,213007.3
FLIGHT_1083,A320,56547,76,37512,37482,408,408,52.63,38.16,0.0,4.99,3.36,15.38,28,0,1.012,1.06,869828.11,1050336,15641.9
FLIGHT_1084,B737,64793,213,30277,30237,465,466,76.02,31.88,149.1,5.14,3.39,-3.26,31,0,1.018,0.13,-211019.81,938587,41719.96
FLIGHT_1085,A320,58105,61,34033,34228,454,455,133.52,31.05,0.0,4.93,3.43,-18.91,33,0,0.987,1.62,-1098932.05,1123089,9556.34
FLIGHT_1086,A330,146435,303,39490,39536,446,448,45.05,42.11,215.33,7.77,5.14,-14.61,33,0,0.996,2.31,-2139244.41,1303170,84598.21
FLIGHT_1087,A320,49512,233,35571,35248,442,442,25.6,35.48,164.75,4.86,3.19,-8.39,31,1,1.012,1.15,-415587.22,1102701,41658.89
FLIGHT_1088,B737,54745,97,37983,37969,471,469,140.34,38.98,17.29,4.86,3.28,15.87,34,1,1.053,0.91,868857.52,1291422,20424.35
FLIGHT_1089,A320,52396,207,34477,34714,410,410,88.17,32.06,143.66,5.15,3.3,11.86,27,0,0.994,2.6,621241.42,930879,44347.32
FLIGHT_1090,B737,56604,114,32858,33147,431,430,67.12,32.31,50.04,5.22,3.38,26.56,22,1,1.057,1.93,1503539.86,722876,28916.59
FLIGHT_1091,B777,139937,689,31762,31667,429,430,95.67,29.29,628.4,7.13,4.91,-12.41,31,0,1.012,1.88,-1737156.82,984622,193112.02
FLIGHT_1092,A320,49536,231,30286,30210,452,451,147.9,32.55,169.08,4.79,3.34,11.74,25,1,1.038,0.06,581317.45,757150,50870.33
FLIGHT_1093,B737,53201,204,35835,36000,413,413,129.34,35.27,135.11,4.87,3.19,-19.15,29,1,1.022,1.28,-1018860.01,1039215,33515.78
FLIGHT_1094,B737,49152,97,38300,38157,427,426,137.13,35.6,25.98,4.67,3.02,14.12,29,1,1.001,0.9,694152.31,1110700,18719.7
FLIGHT_1095,A330,167197,312,37443,37878,462,461,46.17,38.13,234.05,7.71,5.32,-7.63,28,0,1.049,2.07,-1276384.46,1048404,98197.19
FLIGHT_1096,A330,166399,450,38448,38177,434,433,53.64,35.84,378.25,7.71,5.32,-0.27,25,0,0.984,1.64,-44647.15,961200,139881.51
FLIGHT_1097,B737,54366,136,38982,39017,433,433,101.65,38.87,56.92,5.29,3.39,12.12,32,1,0.982,0.38,658854.56,1247424,28444.98
FLIGHT_1098,B777,152275,543,33674,33825,463,462,120.52,32.67,479.97,7.55,5.3,19.25,25,1,1.023,0.23,2931676.03,841850,190188.27
FLIGHT_1099,A330,155406,587,34316,33940,457,457,118.26,31.65,525.5,8.27,5.26,17.23,25,0,1.046,1.41,2678106.36,857900,210820.41
FLIGHT_1100,A320,61444,202,34081,34159,431,431,61.0,33.5,136.01,5.23,3.3,8.45,32,1,1.04,1.7,519180.85,1090592,44334.73
FLIGHT_1101,B737,51438,179,39263,39547,467,467,129.43,37.07,108.18,5.01,3.2,28.53,32,1,0.996,0.43,1467639.75,1256416,41426.86
FLIGHT_1102,A320,58411,183,39116,39592,413,413,51.32,39.17,104.14,5.41,3.42,23.31,32,0,1.033,0.76,1361471.19,1251712,44094.52
FLIGHT_1103,B777,159633,707,30303,30088,409,408,49.75,30.51,643.65,7.78,5.44,-0.34,34,0,0.986,0.25,-53790.69,1030302,224402.78
FLIGHT_1104,A320,49787,111,38045,37796,433,433,31.84,38.4,31.68,4.6,3.18,20.66,23,1,1.056,2.45,1028482.66,875035,24247.47
FLIGHT_1105,A320,49178,226,40974,40657,409,408,79.16,42.64,145.2,4.59,3.21,11.06,24,1,1.026,2.91,543749.68,983376,48280.82
FLIGHT_1106,A320,45197,193,35275,35711,413,414,58.91,33.61,128.16,4.52,3.18,0.99,24,1,1.033,1.36,44866.3,846600,37110.6
FLIGHT_1107,B777,136296,636,31451,30973,409,411,41.27,34.03,568.42,7.66,4.85,14.95,23,0,1.05,2.13,2037169.47,723373,211691.17
FLIGHT_1108,A330,149079,687,34052,34320,457,455,40.04,33.29,623.51,7.75,5.21,2.33,32,0,1.069,0.25,347906.61,1089664,230686.8
FLIGHT_1109,B737,61647,226,37214,37579,408,410,81.47,40.02,146.37,4.91,3.44,-3.76,28,0,1.003,2.63,-232025.04,1041992,44417.3
FLIGHT_1110,B737,49911,89,31956,31916,407,406,54.79,32.94,25.24,4.75,3.22,13.95,32,0,1.047,1.86,696351.13,1022592,19089.88
FLIGHT_1111,A330,171728,353,38393,38440,447,447,80.5,39.73,275.88,8.75,5.63,23.81,34,1,1.063,2.16,4088031.32,1305362,141235.11
FLIGHT_1112,A330,128896,600,32094,32214,401,403,93.26,32.47,533.15,7.63,4.78,13.46,26,0,1.069,2.65,1734446.78,834444,200187.99
FLIGHT_1113,A320,46330,188,36844,36687,423,421,104.7,34.92,120.67,5.01,3.13,22.68,24,0,0.998,1.36,1050755.34,884256,41596.6
FLIGHT_1114,A320,53097,113,39569,39672,444,443,136.83,39.8,34.89,4.87,3.25,18.35,30,0,1.057,0.95,974115.29,1187070,25075.9
FLIGHT_1115,A320,53551,111,40040,40508,417,416,45.84,39.96,32.93,4.95,3.24,-7.33,30,0,1.049,2.8,-392364.99,1201200,20427.42
FLIGHT_1116,A320,62897,136,38410,38234,432,432,52.76,36.88,66.32,4.58,3.24,13.88,32,1,1.065,0.71,873302.73,1229120,29908.63
FLIGHT_1117,B777,143151,304,30511,30493,413,414,27.44,31.18,241.77,7.73,4.95,26.46,34,0,1.047,2.29,3787987.16,1037374,107631.36
FLIGHT_1118,A320,50569,239,30881,30533,454,456,81.08,32.71,175.42,4.7,3.33,-2.23,26,0,0.986,1.69,-112878.94,802906,45249.31
FLIGHT_1119,B737,63547,80,32150,32157,421,422,123.21,32.89,12.7,5.26,3.43,14.21,22,1,0.987,2.63,903021.22,707300,16611.89
FLIGHT_1120,B737,51126,143,36367,36766,461,460,76.77,38.88,67.93,5.26,3.33,8.41,34,1,1.007,2.64,430162.33,1236478,30425.44
FLIGHT_1121,A320,48839,196,30390,30646,408,407,132.29,32.69,128.43,4.81,3.27,6.85,31,0,1.048,1.88,334711.6,942090,41193.55
FLIGHT_1122,B777,140238,516,39257,39615,452,452,136.92,40.5,439.51,7.02,4.99,-18.23,25,1,1.013,1.51,-2556330.27,981425,141971.0
FLIGHT_1123,B737,48948,173,36775,36389,434,433,110.02,34.68,103.56,5.2,3.34,22.68,31,1,1.028,0.95,1110244.83,1140025,41167.56
FLIGHT_1124,A320,48204,70,36730,36300,451,450,64.52,37.28,0.0,5.15,3.35,-17.4,22,0,1.042,0.62,-838537.14,808060,12390.58
FLIGHT_1125,A320,64681,173,32356,32180,447,449,52.51,33.6,103.32,5.12,3.42,4.25,31,1,1.018,2.83,274945.95,1003036,35895.07
FLIGHT_1126,A320,60360,198,40551,40304,442,444,124.06,38.19,125.4,5.1,3.35,19.68,30,0,1.008,1.78,1187841.06,1216530,45642.38
FLIGHT_1127,B737,53608,166,38449,38876,427,428,29.88,37.62,93.81,5.2,3.43,-1.93,23,1,0.994,2.84,-103341.21,884327,33491.19
FLIGHT_1128,A320,63783,146,33829,33501,441,440,134.01,31.06,83.81,4.61,3.17,12.91,34,1,0.989,2.7,823668.78,1150186,29397.18
FLIGHT_1129,A320,47992,169,33214,33100,417,416,31.06,34.45,103.46,4.37,3.08,23.19,22,1,0.981,0.51,1112947.9,730708,35079.05
FLIGHT_1130,A320,60882,104,34516,34557,428,427,38.59,33.47,37.82,5.08,3.5,9.73,30,1,1.058,2.43,592423.65,1035480,23009.62
FLIGHT_1131,A320,57715,154,37618,37961,455,455,87.73,39.51,76.11,4.77,3.2,-16.75,34,0,1.051,1.65,-966544.72,1279012,25578.5
FLIGHT_1132,A320,51722,126,33815,34065,452,451,36.32,32.1,59.34,4.46,3.18,4.77,24,1,1.067,1.35,246955.51,811560,24276.15
FLIGHT_1133,B777,153699,414,38978,39302,452,451,99.01,40.77,331.56,7.86,5.36,6.54,30,0,1.068,0.15,1004724.34,1169340,142451.86
FLIGHT_1134,A330,125416,356,37070,37235,443,443,94.24,40.06,278.9,7.37,4.77,24.38,24,0,1.041,0.87,3057178.61,889680,118194.64
FLIGHT_1135,A330,152268,577,39279,39375,427,428,47.07,37.2,499.99,8.35,5.33,9.39,30,1,1.005,2.45,1429185.74,1178370,195283.69
FLIGHT_1136,A330,133771,678,31991,31909,439,439,82.61,31.82,616.67,7.3,4.84,-18.17,28,0,1.065,1.63,-2430247.87,895748,191096.98
FLIGHT_1137,A330,134346,458,30873,30584,458,459,53.2,33.61,393.68,7.59,4.79,0.38,31,1,1.015,2.61,51414.61,957063,136695.47
FLIGHT_1138,A320,58982,212,36121,35968,401,402,73.83,35.9,140.5,5.47,3.52,27.72,27,1,1.04,2.28,1635014.53,975267,55314.82
FLIGHT_1139,B777,132395,495,36493,36318,437,435,60.43,36.99,419.55,7.18,4.72,4.67,34,0,1.016,2.7,618673.16,1240762,146970.88
FLIGHT_1140,A320,58649,204,34102,33869,421,421,103.2,31.47,144.2,5.15,3.46,-1.51,24,1,1.004,1.26,-88271.88,818448,41634.68
FLIGHT_1141,A320,49436,68,33982,34058,462,463,148.57,32.63,4.73,5.14,3.34,16.74,34,0,0.986,1.64,827687.36,1155388,14074.59
FLIGHT_1142,A320,55282,147,31895,31476,409,411,75.76,34.41,77.06,4.71,3.28,4.61,30,0,1.008,0.12,254904.17,956850,28135.63
FLIGHT_1143,A320,54840,234,40847,40825,426,425,64.88,40.67,149.68,5.0,3.37,29.06,32,1,1.014,2.58,1593413.98,1307104,57605.06
FLIGHT_1144,B777,160221,461,33939,34137,460,459,104.74,34.94,392.74,8.5,5.33,25.69,23,1,1.028,2.45,4116628.22,780597,171866.52
FLIGHT_1145,B777,159155,610,39416,39842,447,449,78.24,41.23,527.95,7.65,5.25,-0.14,33,1,1.053,1.46,-22508.29,1300728,202062.04
FLIGHT_1146,B737,56301,200,39924,39451,413,412,139.32,41.06,120.45,5.15,3.27,7.15,33,1,0.983,0.91,402612.41,1317492,40317.0
FLIGHT_1147,B777,140360,405,36401,35937,453,454,21.73,37.32,331.36,7.33,5.04,11.03,22,0,1.041,1.63,1547852.0,800822,132999.68
FLIGHT_1148,A320,48983,139,38206,38394,403,401,70.82,37.56,63.35,4.9,3.28,-10.62,26,1,1.02,0.52,-520053.86,993356,24169.85
FLIGHT_1149,B777,154505,432,33722,33581,462,462,117.84,31.09,371.26,8.32,5.27,15.46,31,0,1.044,2.75,2389311.2,1045382,155578.04
FLIGHT_1150,B737,62563,60,30068,30051,471,472,108.95,29.47,3.06,5.74,3.71,-13.17,33,0,1.023,1.39,-823765.37,992244,11532.91
FLIGHT_1151,A320,54454,235,38166,38447,449,450,30.64,35.37,163.47,4.75,3.16,4.24,27,1,0.999,1.9,230952.42,1030482,45389.62
FLIGHT_1152,A320,47163,173,35979,35786,400,400,146.08,33.49,104.48,4.84,3.3,0.15,29,0,1.04,0.2,6923.73,1043391,33405.49
FLIGHT_1153,A330,165039,374,34880,35147,409,408,28.63,32.95,309.43,8.04,5.47,-8.87,26,0,1.009,1.69,-1463084.94,906880,118718.28
FLIGHT_1154,A330,148360,682,30509,30469,440,441,22.56,28.71,623.72,7.54,4.99,-5.03,23,1,1.015,2.34,-746756.95,701707,204655.46
FLIGHT_1155,A330,163580,562,33952,34437,461,461,109.86,36.55,489.56,7.95,5.46,-8.19,28,1,0.985,0.32,-1339034.75,950656,172581.74
FLIGHT_1156,B737,45554,194,40403,40226,447,445,111.11,39.51,113.83,4.59,3.14,8.17,25,1,1.021,0.4,372282.84,1010075,37778.42
FLIGHT_1157,A320,50941,99,33059,32749,407,407,58.92,32.49,33.66,5.13,3.31,7.9,31,1,1.061,2.23,402206.27,1024829,21564.91
FLIGHT_1158,A320,48813,140,33572,33644,425,426,136.66,35.68,69.34,4.38,3.02,-11.91,27,0,1.047,2.64,-581347.21,906444,22819.46
FLIGHT_1159,A320,55435,82,36133,36260,413,413,148.1,36.47,12.51,4.66,3.3,4.51,24,1,1.024,1.68,249910.5,867192,16020.07
FLIGHT_1160,B777,140491,430,39222,39182,461,462,32.48,37.42,353.3,7.55,5.06,9.87,26,1,1.012,1.02,1386808.57,1019772,136289.52
FLIGHT_1161,A320,59394,86,37520,37244,440,441,83.0,40.07,6.26,5.15,3.25,-1.31,25,0,0.987,2.65,-77932.29,938000,15993.82
FLIGHT_1162,A320,46663,114,33847,33502,414,412,89.36,31.75,50.76,4.47,3.05,-6.82,26,1,1.007,0.57,-318404.12,880022,18780.65
FLIGHT_1163,A320,59536,221,32564,32982,431,431,39.77,33.99,155.04,4.96,3.39,16.97,25,1,1.062,2.44,1010418.11,814100,53587.77
FLIGHT_1164,A320,50772,79,31460,31257,439,439,109.35,34.12,7.7,5.25,3.31,-15.79,32,1,1.06,2.38,-801563.86,1006720,13340.89
FLIGHT_1165,A320,49998,200,36470,36576,448,448,111.41,37.99,126.47,4.87,3.14,-3.31,25,1,0.996,0.44,-165267.94,911750,36175.86
FLIGHT_1166,B737,51542,84,33185,33135,449,450,126.71,31.68,22.07,5.36,3.35,0.23,32,0,1.069,0.27,11700.29,1061920,17534.63
FLIGHT_1167,A330,120542,353,31434,30948,402,401,125.69,30.8,291.82,7.19,4.61,26.02,22,1,1.013,0.57,3136722.67,691548,112479.62
FLIGHT_1168,A320,54858,153,35146,34693,443,442,36.1,35.25,81.97,5.01,3.42,-17.39,26,1,1.017,1.92,-953789.45,913796,26670.41
FLIGHT_1169,B737,59889,197,39871,39680,421,422,55.15,39.72,120.1,4.93,3.35,9.53,30,1,1.013,1.3,570961.45,1196130,41967.18
FLIGHT_1170,A330,156039,456,36811,37131,413,414,120.2,35.45,382.66,7.75,5.34,10.16,29,0,1.041,0.69,1585044.47,1067519,155982.94
FLIGHT_1171,B737,61082,125,35946,35771,405,404,59.7,36.52,54.63,4.98,3.23,5.36,32,0,0.997,1.63,327440.81,1150272,24287.3
FLIGHT_1172,B737,56001,180,30105,29614,421,419,122.62,28.99,120.32,5.51,3.49,6.84,25,0,1.044,2.06,383211.1,752625,41029.25
FLIGHT_1173,B777,165022,714,32906,33309,446,446,50.23,31.44,649.1,8.44,5.35,6.11,22,0,1.063,1.16,1008158.02,723932,251610.8
FLIGHT_1174,A330,167646,482,40722,41086,452,453,131.7,38.92,408.66,8.67,5.68,28.48,30,1,1.06,2.76,4774581.19,1221660,199075.64
FLIGHT_1175,A330,162944,504,36155,35657,458,460,24.18,33.34,440.62,7.68,5.31,-9.32,31,0,1.031,0.2,-1519143.68,1120805,155874.7
FLIGHT_1176,B777,128688,592,40426,40720,419,420,107.32,38.05,514.95,6.75,4.59,16.06,25,1,1.018,0.71,2066511.26,1010650,179018.08
FLIGHT_1177,B737,52577,188,39325,39433,401,402,83.35,38.09,114.52,4.83,3.26,-7.68,22,0,1.062,1.26,-403630.64,865150,35820.41
FLIGHT_1178,B777,128011,576,33951,34146,455,454,44.34,35.83,504.45,6.91,4.78,-11.24,30,1,1.052,0.86,-1439226.47,1018530,162553.47
FLIGHT_1179,B777,135806,471,31260,30898,446,448,41.65,33.76,400.54,7.32,4.84,9.85,22,1,1.001,0.14,1338283.36,687720,141711.89
FLIGHT_1180,A320,55527,77,36297,36700,471,469,106.57,35.78,6.51,5.05,3.33,23.41,27,1,1.015,2.87,1299858.51,980019,17326.11
FLIGHT_1181,A330,174255,442,31345,31012,409,411,81.82,30.55,380.85,8.63,5.71,-9.76,29,0,1.012,1.24,-1700753.75,909005,146237.1
FLIGHT_1182,B737,61903,215,37722,38172,428,429,148.77,35.25,143.16,4.78,3.23,-10.71,27,0,1.07,0.05,-662931.47,1018494,38549.18
FLIGHT_1183,A330,134959,627,31988,31728,431,431,86.2,30.34,564.98,7.32,4.85,-19.76,29,1,1.044,2.48,-2666640.79,927652,173401.87
FLIGHT_1184,B737,56980,177,37464,37478,434,433,75.07,35.02,110.39,4.85,3.14,-8.51,25,0,1.068,2.93,-484913.8,936600,33013.77
FLIGHT_1185,B737,51144,78,32315,32447,406,404,149.54,33.92,7.28,4.86,3.26,-2.14,34,0,1.063,0.05,-109253.82,1098710,13627.84
FLIGHT_1186,B777,158247,612,30055,30144,406,407,34.86,32.9,547.83,8.2,5.39,17.52,33,1,1.038,1.75,2772301.17,991815,223665.73
FLIGHT_1187,A330,173085,703,39920,39523,437,436,62.28,39.97,625.59,7.99,5.52,22.33,25,1,1.068,1.29,3865160.9,998000,273542.7
FLIGHT_1188,B737,57426,171,37284,37393,432,433,136.27,39.02,90.59,5.19,3.44,-13.02,22,1,1.047,1.9,-747657.65,820248,31672.28
FLIGHT_1189,A320,45445,131,35965,35986,403,402,69.22,36.29,61.36,4.55,3.17,25.29,24,1,0.989,2.71,1149449.4,863160,28656.81
FLIGHT_1190,A330,179600,307,34556,34250,450,450,52.15,32.32,244.7,9.02,5.69,-0.08,27,0,1.023,0.8,-14972.2,933012,106892.8
FLIGHT_1191,B737,60830,206,35960,36251,404,403,65.13,37.36,128.3,5.3,3.42,26.09,28,1,1.052,0.57,1586993.8,1006880,51014.51
FLIGHT_1192,B777,173340,369,40242,40263,427,426,34.73,42.03,288.8,8.8,5.71,21.44,23,0,1.011,2.31,3716384.72,925566,140630.05
FLIGHT_1193,B737,52961,134,35636,35215,447,447,82.46,38.43,57.15,4.98,3.41,-13.05,28,0,1.048,2.23,-690994.46,997808,23776.49
